pnl,drawdown
-0.816332696311957,-222.56227689940116
-0.35553997516797814,-222.91781687456913
-0.39395399999999686,-223.31177087456913
-0.2881572680000247,-223.59992814256915
0.774792325562917,-222.82513581700624
-0.29401919999996134,-223.1191550170062
-0.19707839999999346,-223.31623341700617
-0.3472930177826202,-223.6635264347888
-0.229993403120008,-223.8935198379088
-0.20777199999998322,-224.10129183790878
-0.0946681683199754,-224.19596000622874
-0.2056506999999744,-224.40161070622872
-0.11876716428798823,-224.5203778705167
-0.39481959999997507,-224.9151974705167
-0.2933551999999832,-225.20855267051667
-0.07892525807036574,-225.28747792858704
-0.031867916115206146,-225.31934584470224
-0.5555423470464183,-225.87488819174865
-0.38035153999999816,-226.25523973174865
-0.2966499999999771,-226.55188973174862
-0.29513802000001516,-226.84702775174864
-0.19352498199997384,-227.04055273374863
-0.3033856000000129,-227.34393833374864
-0.23461678444799305,-227.57855511819662
-0.18002997551997113,-227.7585850937166
-0.5402766489535888,-228.29886174267017
-0.5285727226079737,-228.82743446527815
-0.3982247994239897,-229.22565926470213
-0.20394560000000067,-229.42960486470213
-0.27014960000000054,-229.69975446470212
-0.15103406598400088,-229.85078853068612
-0.8229522531400184,-230.67374078382613
-0.2714988599999793,-230.9452396438261
-0.6097482640799763,-231.55498790790608
-0.6023194150079392,-232.15730732291402
-0.11454180753276919,-232.27184913044678
-0.31397300407996764,-232.58582213452675
-1.6697639329679002,-234.25558606749465
-0.6390617558077123,-234.89464782330236
-0.47394562150395725,-235.36859344480632
-0.4007375999999827,-235.7693310448063
-0.3102879999999821,-236.0796190448063
-0.39275036000000607,-236.4723694048063
-0.20465355128399462,-236.6770229560903
-0.6766399216617905,-237.3536628777521
-0.46801171303197203,-237.82167459078408
-0.6442986905279547,-238.46597328131205
-0.16396237446399697,-238.62993565577605
-0.15842675268861084,-238.78836240846465
-0.12216253797437543,-238.910524946439
-0.09337495799998535,-239.003899904439
-0.10205651153600598,-239.10595641597502
-0.4796582558399675,-239.585614671815
0.5578089666359869,-239.02780570517902
-0.3090816023039964,-239.336887307483
-0.39468808377437653,-239.7315753912574
